""	"metadata"	"experiment"	"environment"	"npi"	"crucial_item"	"licensor"	"scope"	"npi_present"	"paradigm"	"acceptability"	"sentence"	"rand_int"
"632"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=44"	"NPI"	"conditional"	"ever"	"while"	"0"	"0"	"0"	"44"	1	"While the customer wears the shoes, the waiters will often break the forks."	280
"672"	"experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=0-npi_present=1-paradigm=1647"	"NPI"	"adverbs"	"any"	"seldom"	"1"	"0"	"1"	"1647"	0	"The children who would seldom respect cafes investigated any restaurants."	285
"681"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=0-npi_present=0-paradigm=342"	"NPI"	"questions"	"ever"	"whether"	"0"	"0"	"0"	"342"	1	"The girls also say that the boy knows the doctors."	285
"691"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=0-paradigm=440"	"NPI"	"questions"	"ever"	"whether"	"1"	"0"	"0"	"440"	1	"The girls often wonder whether the teachers might work with the cashiers."	285
"701"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=0-paradigm=1283"	"NPI"	"conditional"	"any"	"if"	"1"	"0"	"0"	"1283"	1	"If the customer examines the stories, the drivers will visit those cafes."	287
"732"	"experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=1-npi_present=0-paradigm=1984"	"NPI"	"adverbs"	"any"	"often"	"0"	"1"	"0"	"1984"	1	"The student who has often sold these shoes runs around college campuses."	304
"783"	"experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=0-npi_present=1-paradigm=795"	"NPI"	"quantifier"	"any"	"each"	"1"	"0"	"1"	"795"	0	"Each actor who referenced many teachers has toured any high schools."	308
"803"	"experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=1-npi_present=0-paradigm=1444"	"NPI"	"superlative"	"any"	"serious"	"0"	"1"	"0"	"1444"	1	"The waiters remembered the serious guy that these teenagers have praised."	310
"814"	"experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=384"	"NPI"	"quantifier"	"any"	"some"	"0"	"1"	"1"	"384"	0	"Some dancer who was working with any patients had explored many hospitals."	312
"822"	"experiment=NPI-env=quantifier-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=760"	"NPI"	"quantifier"	"any"	"some"	"0"	"0"	"0"	"760"	1	"Some person who had loved more than three waitresses can bring those glasses."	313
"831"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=1-paradigm=322"	"NPI"	"questions"	"ever"	"whether"	"1"	"1"	"1"	"322"	1	"The waitresses wonder whether the girl ever works with the waiters."	314
"85"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=-licensor=0-scope=0-npi_present=0-paradigm=1796"	"NPI"	"quantifier"	"ever"	""	"0"	"0"	"0"	"1796"	1	"Dancers who toured more than three movie theaters might often drive to the high schools."	316
"892"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=1874"	"NPI"	"conditional"	"any"	"if"	"1"	"1"	"1"	"1874"	1	"If the actresses listen to any teenagers, the actor will drive to the movie theaters."	322
"93"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=every-licensor=1-scope=1-npi_present=1-paradigm=1533"	"NPI"	"quantifier"	"ever"	"every"	"1"	"1"	"1"	"1533"	1	"Every teacher who had ever referenced a lot of patients has insulted more than three high schools."	330
"1051"	"experiment=NPI-env=adverbs-npi=any-crucial_item=often-licensor=0-scope=0-npi_present=1-paradigm=1015"	"NPI"	"adverbs"	"any"	"often"	"0"	"0"	"1"	"1015"	0	"A pedestrian who often kissed actors walks through any museums."	345
"1071"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=scarcely-licensor=1-scope=1-npi_present=0-paradigm=614"	"NPI"	"adverbs"	"ever"	"scarcely"	"1"	"1"	"0"	"614"	1	"A lady scarcely obviously explained that a woman returns to a child."	348
"1142"	"experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=0-npi_present=0-paradigm=1618"	"NPI"	"superlative"	"any"	"serious"	"0"	"0"	"0"	"1618"	1	"These drivers hug the serious people that actresses had forgotten."	353
"1161"	"experiment=NPI-env=superlative-npi=ever-crucial_item=old-licensor=0-scope=0-npi_present=1-paradigm=363"	"NPI"	"superlative"	"ever"	"old"	"0"	"0"	"1"	"363"	0	"The girls had ever attacked the old ladies that the guests had watched."	354
"1201"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=0-paradigm=1896"	"NPI"	"conditional"	"any"	"while"	"0"	"0"	"0"	"1896"	1	"While the student leaves the adults, the actresses will take those newspaper articles."	360
"1221"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=a-licensor=0-scope=0-npi_present=1-paradigm=1028"	"NPI"	"quantifier"	"ever"	"a"	"0"	"0"	"1"	"1028"	0	"A child who boycotts many hospitals ever did drop by a lot of college campuses."	362
"1252"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=rarely-licensor=1-scope=1-npi_present=1-paradigm=920"	"NPI"	"adverbs"	"ever"	"rarely"	"1"	"1"	"1"	"920"	1	"The women rarely ever think that the teenagers laughed."	365
"1311"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=1353"	"NPI"	"questions"	"any"	"whether"	"0"	"1"	"1"	"1353"	0	"The adults say that the doctors pass any malls."	374
"1331"	"experiment=NPI-env=superlative-npi=any-crucial_item=big-licensor=0-scope=0-npi_present=1-paradigm=1286"	"NPI"	"superlative"	"any"	"big"	"0"	"0"	"1"	"1286"	0	"Any actors have admired the big books that pedestrians had brought."	375
"139"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=352"	"NPI"	"conditional"	"ever"	"if"	"1"	"0"	"1"	"352"	0	"If the girl hates the guests, the actors will ever bike to the hospitals."	382
"1451"	"experiment=NPI-env=superlative-npi=ever-crucial_item=happy-licensor=0-scope=0-npi_present=0-paradigm=143"	"NPI"	"superlative"	"ever"	"happy"	"0"	"0"	"0"	"143"	1	"The adult obviously listens to the happy teenagers that the commentary has talked about."	390
"1612"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=0-npi_present=1-paradigm=1343"	"NPI"	"quantifier"	"ever"	"all"	"1"	"0"	"1"	"1343"	0	"All waiters who have arrived at many restaurants ever observe the students."	406
"1641"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=1345"	"NPI"	"questions"	"any"	"whether"	"1"	"1"	"0"	"1345"	1	"The senators wonder whether the patient should boycott those museums."	409
"1671"	"experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=1-npi_present=1-paradigm=1800"	"NPI"	"adverbs"	"any"	"always"	"0"	"1"	"1"	"1800"	0	"The adult who has always talked to any guys liked cars."	410
"169"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=145"	"NPI"	"conditional"	"ever"	"while"	"0"	"1"	"1"	"145"	0	"While the customer ever listens to the men, the pedestrian will boycott the libraries."	413
"177"	"experiment=NPI-env=quantifier-npi=any-crucial_item=every-licensor=1-scope=1-npi_present=0-paradigm=837"	"NPI"	"quantifier"	"any"	"every"	"1"	"1"	"0"	"837"	1	"Every adult who is scanning the books approaches some customers."	420
"1843"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=the-licensor=0-scope=1-npi_present=1-paradigm=1006"	"NPI"	"quantifier"	"ever"	"the"	"0"	"1"	"1"	"1006"	0	"The lady who had ever skated around a lot of malls has examined more than three documentaries."	431
"2021"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=1-paradigm=860"	"NPI"	"conditional"	"ever"	"if"	"1"	"1"	"1"	"860"	1	"If the teenagers ever praise the students, the children will criticize the books."	452
"203"	"experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=1-npi_present=1-paradigm=1868"	"NPI"	"adverbs"	"any"	"seldom"	"1"	"1"	"1"	"1868"	1	"The girls who seldom walk through any public parks will know customers."	456
"207"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=0-npi_present=1-paradigm=1366"	"NPI"	"conditional"	"any"	"if"	"1"	"0"	"1"	"1366"	0	"If the cashier forgets the pedestrians, the customers will hug any waiters."	458
"2101"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=1581"	"NPI"	"conditional"	"any"	"while"	"0"	"0"	"1"	"1581"	0	"While the guy works with the guests, the teenager will tour any banks."	459
"211"	"experiment=NPI-env=conditional-npi=any-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=1723"	"NPI"	"conditional"	"any"	"if"	"1"	"1"	"0"	"1723"	1	"If the guy attacks the customers, the dancers will run around the art galleries."	460
"222"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=0-npi_present=1-paradigm=1315"	"NPI"	"questions"	"any"	"whether"	"0"	"0"	"1"	"1315"	0	"Any guys say that the customers hug the drivers."	476
"230"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=117"	"NPI"	"questions"	"ever"	"whether"	"1"	"0"	"1"	"117"	0	"The teachers ever wonder whether the driver can tour the art galleries."	486
"2352"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=1-paradigm=4"	"NPI"	"questions"	"ever"	"whether"	"0"	"1"	"1"	"4"	0	"The girls say that the senators ever could have the books."	492
"238"	"experiment=NPI-env=conditional-npi=ever-crucial_item=if-licensor=1-scope=1-npi_present=0-paradigm=281"	"NPI"	"conditional"	"ever"	"if"	"1"	"1"	"0"	"281"	1	"If the cashier obviously escapes from the pedestrians, the adult will bring the shoes."	496
"2411"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=each-licensor=1-scope=0-npi_present=0-paradigm=1594"	"NPI"	"quantifier"	"ever"	"each"	"1"	"0"	"0"	"1594"	1	"Each guy who cares for the cashiers has clearly respected many drivers."	501
"254"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=0-npi_present=1-paradigm=65"	"NPI"	"conditional"	"ever"	"while"	"0"	"0"	"1"	"65"	0	"While the student discusses the hospitals, the waiters will ever arrive at the grocery stores."	518
"2641"	"experiment=NPI-env=quantifier-npi=any-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=624"	"NPI"	"quantifier"	"any"	"more than three"	"0"	"1"	"0"	"624"	1	"More than three patients who described the women will care for senators."	525
"267"	"experiment=NPI-env=superlative-npi=any-crucial_item=nicest-licensor=1-scope=0-npi_present=0-paradigm=1269"	"NPI"	"superlative"	"any"	"nicest"	"1"	"0"	"0"	"1269"	1	"The men have loved the nicest waitress that guests had loved."	529
"279"	"experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=1-npi_present=0-paradigm=1333"	"NPI"	"adverbs"	"any"	"seldom"	"1"	"1"	"0"	"1333"	1	"The lady who seldom did love the adults had worked with students."	541
"282"	"experiment=NPI-env=adverbs-npi=any-crucial_item=seldom-licensor=1-scope=0-npi_present=0-paradigm=1516"	"NPI"	"adverbs"	"any"	"seldom"	"1"	"0"	"0"	"1516"	1	"The driver who should seldom break forks did kiss those children."	544
"283"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=1-scope=1-npi_present=0-paradigm=619"	"NPI"	"questions"	"ever"	"whether"	"1"	"1"	"0"	"619"	1	"The patients wonder whether the people also observe the men."	546
"319"	"experiment=NPI-env=quantifier-npi=any-crucial_item=each-licensor=1-scope=1-npi_present=1-paradigm=669"	"NPI"	"quantifier"	"any"	"each"	"1"	"1"	"1"	"669"	1	"Each waitress who had respected any teachers is kissing more than three children."	591
"322"	"experiment=NPI-env=superlative-npi=any-crucial_item=smallest-licensor=1-scope=1-npi_present=1-paradigm=1497"	"NPI"	"superlative"	"any"	"smallest"	"1"	"1"	"1"	"1497"	1	"The plays talked about the smallest guy that any teenagers had approached."	594
"3302"	"experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=0-npi_present=0-paradigm=831"	"NPI"	"superlative"	"ever"	"biggest"	"1"	"0"	"0"	"831"	1	"The senators often returned to the biggest college campus that the pedestrians had criticized."	600
"340"	"experiment=NPI-env=adverbs-npi=ever-crucial_item=often-licensor=0-scope=0-npi_present=0-paradigm=841"	"NPI"	"adverbs"	"ever"	"often"	"0"	"0"	"0"	"841"	1	"The waiter also imagines that the women often divorced."	609
"350"	"experiment=NPI-env=superlative-npi=ever-crucial_item=old-licensor=0-scope=1-npi_present=1-paradigm=395"	"NPI"	"superlative"	"ever"	"old"	"0"	"1"	"1"	"395"	0	"The dancers work with the old senator that the plays had ever described."	619
"357"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=1797"	"NPI"	"questions"	"any"	"whether"	"0"	"1"	"0"	"1797"	1	"The actresses say that the dancers pass those libraries."	626
"402"	"experiment=NPI-env=adverbs-npi=any-crucial_item=always-licensor=0-scope=0-npi_present=0-paradigm=1418"	"NPI"	"adverbs"	"any"	"always"	"0"	"0"	"0"	"1418"	1	"The teachers who will always see ladies leave these students."	672
"411"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=1-paradigm=1045"	"NPI"	"conditional"	"any"	"while"	"0"	"1"	"1"	"1045"	0	"While the patients care for any dancers, the adults will approach the guys."	685
"462"	"experiment=NPI-env=quantifier-npi=ever-crucial_item=all-licensor=1-scope=1-npi_present=0-paradigm=1870"	"NPI"	"quantifier"	"ever"	"all"	"1"	"1"	"0"	"1870"	1	"All waiters who obviously care for the drivers walked through a lot of restaurants."	743
"469"	"experiment=NPI-env=questions-npi=any-crucial_item=whether-licensor=1-scope=0-npi_present=1-paradigm=1655"	"NPI"	"questions"	"any"	"whether"	"1"	"0"	"1"	"1655"	0	"Any actresses wonder whether the student has arrived at public parks."	748
"523"	"experiment=NPI-env=superlative-npi=ever-crucial_item=happiest-licensor=1-scope=0-npi_present=1-paradigm=862"	"NPI"	"superlative"	"ever"	"happiest"	"1"	"0"	"1"	"862"	0	"The girls could ever praise the happiest customer that the guys have referenced."	809
"575"	"experiment=NPI-env=conditional-npi=ever-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=929"	"NPI"	"conditional"	"ever"	"while"	"0"	"1"	"0"	"929"	1	"While the lady obviously wears the shoes, the waiter will like the pants."	865
"611"	"experiment=NPI-env=superlative-npi=ever-crucial_item=worst-licensor=1-scope=1-npi_present=0-paradigm=665"	"NPI"	"superlative"	"ever"	"worst"	"1"	"1"	"0"	"665"	1	"The drivers have investigated the worst actress that the students had obviously worked with."	908
"669"	"experiment=NPI-env=conditional-npi=any-crucial_item=while-licensor=0-scope=1-npi_present=0-paradigm=1488"	"NPI"	"conditional"	"any"	"while"	"0"	"1"	"0"	"1488"	1	"While the actresses know those students, the customers will remember the pedestrians."	968
"834"	"experiment=NPI-env=questions-npi=ever-crucial_item=whether-licensor=0-scope=1-npi_present=0-paradigm=184"	"NPI"	"questions"	"ever"	"whether"	"0"	"1"	"0"	"184"	1	"The people say that the students also had arrived at the malls."	1127
"163"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=737"	"NPI"	"simplequestions"	"ever"	"?"	"1"	"1"	"0"	"737"	1	"Can the girls obviously kiss the patients?"	164
"315"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=0-paradigm=1561"	"NPI"	"simplequestions"	"ever"	"?"	"0"	"1"	"0"	"1561"	1	"The dancers have fortunately fled from the banks."	192
"815"	"experiment=NPI-env=simplequestions-npi=any-crucial_item=?-licensor=1-scope=1-npi_present=0-paradigm=3815"	"NPI"	"simplequestions"	"any"	"?"	"1"	"1"	"0"	"3815"	1	"Had the dancer seen these senators?"	235
"910"	"experiment=NPI-env=simplequestions-npi=ever-crucial_item=?-licensor=0-scope=1-npi_present=1-paradigm=632"	"NPI"	"simplequestions"	"ever"	"?"	"0"	"1"	"1"	"632"	0	"The doctor is ever walking through the art galleries."	241
